DF#,City,County,State,TweetLoc,RatioFuzzy
1725,ketchikan,ketchikan gateway,alaska, ,100
1726,kosrae,federated states of micro,micronesia, united states,71
1727,reading,berks,pennsylvania, pennsylvania nj & ny,76
1728,houston,matanuska susitna,alaska, usa ,80
1729,fairbanks,fairbanks north star,alaska, australia,70
1730,melbourne,marshall,iowa, melbourne australia,75
1731,wilder,overton,tennessee, tennessee usa,83
1732,stuart,martin,florida, florida,100
1733,ketchikan,ketchikan gateway,alaska, ,100
1734,lula,hall,georgia, build that wall god bless you,59
1735,spottsville,henderson,kentucky, horsmonden kent,69
1736,sonora,hardin,kentucky, kentucky & ohio,72
1737,charleston,kanawha,west virginia, kalahari desert ,65
1738,ketchikan,ketchikan gateway,alaska, ,100
1739,yemassee,hampton,south carolina, south carolina usa,88
1740,dpo,nan, , down the yellow brick road ,56
1741,stuart,martin,florida, florida,100
1742,,,, ,
1743,new baltimore,macomb,michigan, baltimore md,92
1744,buckingham,buckingham,virginia, buckingham and wokingham ,73
1745,williams,colusa,california, u.s.a.,57
1746,skagway,skagway,alaska, usa,75
1747,,,, ,
1748,portola valley,san mateo,california, photo gallery,71
1749,new london,rusk,texas, london,100
1750,springfield,greene,missouri, missouri,100
1751,,,, ,
1752,cabool,texas,missouri, texas usa,80
1753,,,, ,
1754,birmingham,shelby,alabama, abuja/birmingham,59
1755,summit,union,new jersey, new jersey / nyc ,76
1756,dinuba,tulare,california, beautiful california,76
1757,new london,rusk,texas, london uk,90
1758,trinidad,humboldt,california, trinidad,89
1759,big indian,ulster,new york, indiana usa,83
1760,,,, ,
1761,west alton,saint charles,missouri, alton hants,83
1762,,,, ,
1763,post,garza,texas, garland texas,85
1764,el reno,canadian,oklahoma, toronto canada,73
1765,tyrone,texas,oklahoma, texas ,100
1766,tracy city,grundy,tennessee, around the anglosphere,60
1767,,,, ,
1768,menlo park,san mateo,california, pakistan,78
1769,collins,huron,ohio, pullin up on you nigga,61
1770,collins,huron,ohio, pullin up on you nigga,61
1771,ashdown,little river,arkansas, a van down by the river,58
1772,new orleans,orleans,louisiana, new orleans la.,81
1773,new germany,carver,minnesota, germany,100
1774,gabbs,nye,nevada, ny,100
1775,mack,mesa,colorado, fracked-up colorado :( ,72
1776,morgan,bosque,texas, mesquite texas,79
1777,ratcliff,houston,texas, houston texas. ,93
1778,saint louisville,licking,ohio, louisville ky,86
1779,new point,mathews,virginia, egoli nasethekwini rsa,57
1780,cabool,texas,missouri, texas usa,80
1781,martinsburg,lewis,new york, martinsburg wv,87
1782,dpo,nan, , #tcot #tlot #tgdn #nra #jpfo,56
1783,palmdale,los angeles,california, los angeles ca,100
1784,new london,rusk,texas, london,100
1785,welch,craig,oklahoma, craiova românia,65
1786,atlanta,cass,texas, atlanta ga,82
1787,wilder,overton,tennessee, tennessee usa,83
1788,vail,eagle,colorado, colorado usa,82
1789,,,, ,
1790,pilot station,wade hampton,alaska, tx,67
1791,manhattan beach,los angeles,california, manhattan beach ca,84
1792,saint george,washington,utah, washington usa,93
1793,dallas,dallas,texas, dallas tx,90
1794,,,, ,
1795,mid florida,seminole,florida, florida usa,83
1796,yeoman,carroll,indiana, india,100
1797,melbourne,marshall,iowa, melbourne australia,75
1798,skagway,skagway,alaska, usa,75
1799,new england,hettinger,north dakota, england,100
1800,kosrae,federated states of micro,micronesia, united states,71
1801,westfall,malheur,oregon, oregon,100
1802,,,, ,
1803,merion station,montgomery,pennsylvania, sitting on the stoop,62
1804,yeoman,carroll,indiana, indiana,100
1805,ty ty,tift,georgia, georgia usa,80
1806,,,, ,
1807,farlington,crawford,kansas, flying the web for news,58
1808,,,, ,
1809,conesville,muscatine,iowa, conservative usa,65
1810,,,, ,
1811,east alton,madison,illinois, east altoona pa,75
1812,greensboro,henry,indiana, greensboro nc,86
1813,new boston,wayne,michigan, boston ma usa,71
1814,phoenix,jackson,oregon, phoenix az,82
1815,los alamos,santa barbara,california, kalymnos ,70
1816,andover,essex,massachusetts, massachusetts usa,88
1817,scottsdale,maricopa,arizona, scottsdale az,86
1818,phoenix,jackson,oregon, phoenix az,82
1819,,,, ,
1820,saint libory,howard,nebraska, limbo made punk,63
1821,boca raton,palm beach,florida, palm beach florida usa,90
1822,vernon center,blue earth,minnesota, planet earth,69
1823,olympia,thurston,washington, tucson az,70
1824,yuba city,sutter,california, southern calif.,75
1825,point baker,prince of wales hyder,alaska, cardiff wales,64
1826,pilot station,wade hampton,alaska, nationwide,73
1827,skagway,skagway,alaska, usa,75
1828,east pittsburgh,allegheny,pennsylvania, pittsburgh pa,93
1829,east china,saint clair,michigan, hiding in plain sight.,61
1830,,,, ,
1831,,,, ,
1832,ketchikan,ketchikan gateway,alaska, uk,67
1833,california,saint marys,maryland, california usa,87
1834,palmdale,los angeles,california, los angeles california,100
1835,fort greely,southeast fairbanks,alaska, belly o' the beast,63
1836,,,, ,
1837,volcano,hawaii,hawaii, hawaii usa,82
1838,new portland,somerset,maine, portland  oregon,76
1839,reading,berks,pennsylvania, pennsylvania usa,87
1840,saint george,washington,utah, washington usa,93
1841,ward cove,ketchikan gateway,alaska, nc,67
1842,seattle,king,washington, seattle washington usa,80
1843,irma,lincoln,wisconsin, filmmaking??connections???????,55
1844,,,, ,
1845,,,, ,
1846,,,, ,
1847,,,, ,
1848,westminster station,windham,vermont, westcoastbestcoast ,60
1849,irma,lincoln,wisconsin, filmmaking??connections???????,55
1850,,,, ,
1851,,,, ,
1852,ketchikan,ketchikan gateway,alaska, |�?8|,17
1853,,,, ,
1854,,,, ,
1855,,,, ,
1856,,,, ,
1857,ocean shores,grays harbor,washington, il n shore ,67
1858,,,, ,
1859,new church,accomack,virginia, icepuckchic.com,56
1860,auburn,lee,alabama, suburban valhalla back of 7-11,61
1861,irma,lincoln,wisconsin, filmmaking??connections???????,55
1862,,,, ,
1863,wales,nome,alaska, wales united kingdom,59
1864,,,, ,
1865,,,, ,
1866,,,, ,
1867,new bedford,bureau,illinois, bed,100
1868,london,kimble,texas, depends on time of the year! ,58
1869,new york,new york,new york, new york ny,92
1870,new york,new york,new york, new york ny,92
1871,portland,northampton,pennsylvania, portland or,92
1872,telephone,fannin,texas, iphone ,75
1873,rantoul,champaign,illinois, manteno/champaign  il,73
1874,clearlake park,lake,california, the prok (kalifornia),73
1875,simi valley,ventura,california, simi valley ca,80
1876,northway,southeast fairbanks,alaska, way out west,77
1877,mount carmel,northumberland,pennsylvania, carmel ny,90
1878,warm springs,meriwether,georgia, supporting the democrats  ,59
1879,palmdale,los angeles,california, los angeles ca,100
1880,wheeler,wheeler,texas, everywhere he goes,58
1881,vail,eagle,colorado, colorado,100
1882,superior,sweetwater,wyoming, skegrie sweden,60
1883,watton,baraga,michigan, michigan usa,82
1884,elmira,chemung,new york, new york,100
1885,shelton,buffalo,nebraska, buffalo ny,91
1886,midpines,mariposa,california, rip 07/11/2015,33
1887,,,, ,
1888,el paso,el paso,texas, texas,100
1889,,,, ,
1890,,,, ,
1891,stuart,martin,florida, florida,100
1892,stuart,martin,florida, florida,100
1893,stuart,martin,florida, florida,100
1894,,,, ,
1895,range,conecuh,alabama, bertha gunch gulch alabam ,62
1896,north las vegas,clark,nevada, las vegas nv,85
1897,harrington park,bergen,new jersey, abington pa,83
1898,,,, ,
1899,,,, ,
1900,,,, ,
1901,,,, ,
1902,red lion,york,pennsylvania, in your pocket,67
1903,west chicago,dupage,illinois, chicago pablo's mom,60
1904,,,, ,
1905,,,, ,
1906,bull shoals,marion,arkansas, socal,83
1907,morvin,clarke,alabama, calgary alberta,65
1908,brooklyn,morgan,indiana, brooklyn baby!! aww yeah!!,57
1909,colorado springs,el paso,colorado, colorado springs co,85
1910,seattle,king,washington, seattle wa,73
1911,,,, ,
1912,indianapolis,marion,indiana, indianapolis in,81
1913,,,, ,
1914,london,kimble,texas, depends on time of the year! ,58
1915,cypress,orange,california, cypress tx,73
1916,kennewick,benton,washington, kennewick wa,77
1917,,,, ,
1918,ashdown,little river,arkansas, a van down by the river,58
1919,juneau,juneau,alaska, us,67
1920,,,, ,
1921,clifton,greenlee,arizona, left of eden,62
1922,,,, ,
1923,wilder,overton,tennessee, tennessee usa,83
1924,,,, ,
1925,durham,durham,north carolina, durham nc ,82
1926,oak harbor,island,washington, afgruberstan,62
1927,fort bridger,uinta,wyoming, near the *ok=tx* border out in the wild wild west,58
1928,carlsbad,tom green,texas, land of emeral green ,60
1929,,,, ,
1930,lake ozark,camden,missouri, ozark al,89
1931,kosrae,federated states of micro,micronesia, united states,71
1932,,,, ,
1933,,,, ,
1934,ballston spa,saratoga,new york, pa usa,86
1935,reading,berks,pennsylvania, pennsylvania usa,87
1936,pilot station,wade hampton,alaska, tx,67
1937,fort bridger,uinta,wyoming, near the *ok=tx* border out in the wild wild west,58
1938,willow creek,humboldt,california, i block trumpbots!!,55
1939,folsom,saint tammany,louisiana, from: upstate ny. lives in pa.,57
1940,weiser,washington,idaho, washington dc,93
1941,mount auburn,christian,illinois, auburn ca,90
1942,,,, ,
1943,,,, ,
1944,,,, ,
1945,north weymouth,norfolk,massachusetts, not where you think,60
1946,fort bridger,uinta,wyoming, near the *ok=tx* border out in the wild wild west,58
1947,fpo,nan, , 24 & an asu adore?,56
1948,california,saint marys,maryland, california usa,87
1949,howard city,montcalm,michigan, howard county md,71
1950,lakewood,wayne,pennsylvania, lakewoodwa,91
1951,colorado springs,el paso,colorado, colorado springs co,85
1952,,,, ,
1953,,,, ,
1954,california,saint marys,maryland, california usa,87
1955,,,, ,
1956,williams,colusa,california, u.s.a.,57
1957,mid florida,seminole,florida, florida usa,83
1958,point baker,prince of wales hyder,alaska, p,100
1959,,,, ,
1960,,,, ,
1961,stuart,martin,florida, florida,100
1962,,,, ,
1963,weiser,washington,idaho, washington dc,93
1964,stamford,fairfield,connecticut, connecticut usa,86
1965,phoenix,jackson,oregon, phoenix az,82
1966,iola,waupaca,wisconsin, wisconsin usa,83
1967,skagway,skagway,alaska, usa,75
1968,south international falls,koochiching,minnesota, internet,89
1969,east petersburg,lancaster,pennsylvania, st petersburg fl,88
1970,reading,berks,pennsylvania, pennsylvania usa,87
1971,,,, ,
1972,,,, ,
1973,,,, ,
1974,,,, ,
1975,,,, ,
1976,el paso,el paso,texas, texas,100
1977,kosrae,federated states of micro,micronesia, united states,71
1978,kosrae,federated states of micro,micronesia, united states,71
1979,,,, ,
1980,,,, ,
1981,ketchikan,ketchikan gateway,alaska, ...,25
1982,oakley,cassia,idaho, classified,73
1983,,,, ,
1984,wellborn,suwannee,florida, suwanee ga,82
1985,north chicago,lake,illinois, chicago il,91
1986,,,, ,
1987,,,, ,
1988,melbourne,marshall,iowa, melbourne australia,75
1989,montreal,camden,missouri, montreal,89
1990,,,, ,
1991,weston,wood,ohio, somewhere west of chicago,63
1992,kosrae,federated states of micro,micronesia, united states,71
1993,veyo,washington,utah, washington dc/falls church va,65
1994,tescott,ottawa,kansas, ottawa on canada,71
1995,,,, ,
1996,mount pleasant,isabella,michigan,  #standwithisrael,56
1997,,,, ,
1998,reading,berks,pennsylvania, pennsylvania,100
1999,,,, ,
2000,skagway,skagway,alaska, usa,75
2001,kosrae,federated states of micro,micronesia, united states,71
2002,newalla,cleveland,oklahoma, cleveland oh,92
2003,ty ty,tift,georgia, georgia usa,80
2004,,,, ,
2005,kosrae,federated states of micro,micronesia, united states,71
2006,,,, ,
2007,westland,wayne,michigan, greatest land in america,67
2008,new york,new york,new york, new york ny,92
2009,tovey,christian,illinois, save christianity~say no2islam,67
2010,arcadia,de soto,florida, south florida,89
2011,gilroy,santa clara,california, gilroy ca,80
2012,skagway,skagway,alaska, usa,75
2013,,,, ,
2014,american falls,power,idaho, safe euro-american spot in zog,59
2015,quinlan,hunt,texas, missourian�until texas secedes,72
2016,dewey beach,sussex,delaware, dewey beach,92
2017,,,, ,
2018,,,, ,
2019,thayer,neosho,kansas, neohio,86
2020,atlanta,cass,texas, atlanta ga,82
2021,bull shoals,marion,arkansas, socal,83
2022,pitkin,vernon,louisiana, inferno,75
2023,sterling,burleigh,north dakota, raleigh nc,82
2024,california,saint marys,maryland, california usa,87
2025,gravette,benton,arkansas, greater toronto area,62
2026,port orchard,kitsap,washington, nor-cal ,67
2027,seneca,grant,oregon, itinerant expilot engl.prof. ,53
2028,warne,clay,north carolina, north carolina,100
2029,georgetown,cecil,maryland, maryland,100
2030,,,, ,
2031,,,, ,
2032,palmdale,los angeles,california, los angeles ca,100
2033,,,, ,
2034,skagway,skagway,alaska, usa,75
2035,,,, ,
2036,,,, ,
2037,wellington,menifee,kentucky, wellington nz,86
2038,,,, ,
2039,,,, ,
2040,,,, ,
2041,,,, ,
2042,,,, ,
2043,dpo,nan, , joined jan. 2016 trump support,56
2044,carmel by the sea,monterey,california, the socal desert,59
2045,elk grove,sacramento,california, gop establishment,56
2046,mc lemoresville,carroll,tennessee, mooresville nc,87
2047,saint david,fulton,illinois, grafton illinois,82
2048,,,, ,
2049,sells,pima,arizona, arizona usa,80
2050,new england,hettinger,north dakota, new zealand,75
2051,,,, ,
2052,san francisco,san francisco,california, san francisco,100
2053,,,, ,
2054,mount carmel,kane,utah, carmel in  usa,73
2055,big stone city,grant,south dakota, #tinonee  new south wales,62
2056,,,, ,
2057,,,, ,
2058,ola,gem,idaho, georgia magnolia midlands!,62
2059,,,, ,
2060,lone star,morris,texas, the lone star state,65
2061,ann arbor,washtenaw,michigan, ann arbor mi,77
2062,hendersonville,henderson,north carolina, henderson nv,92
2063,el granada,san mateo,california, canada - usa,69
2064,,,, ,
2065,skagway,skagway,alaska, usa,75
2066,,,, ,
2067,kosrae,federated states of micro,micronesia, united states,71
2068,,,, ,
2069,elkton,douglas,oregon, batron rougela fom brooklyn,62
2070,homosassa springs,citrus,florida, homosassa springs fl,86
2071,reading,berks,pennsylvania, pennsylvania,100
2072,seattle,king,washington, seattle wa,73
2073,,,, ,
2074,north georgetown,columbiana,ohio, cool-umbus ohio,75
2075,mid florida,seminole,florida, florida usa,83
2076,hailey,blaine,idaho, on the pale blue dot,63
2077,waukesha,waukesha,wisconsin, waukesha wisconsin,100
2078,,,, ,
2079,sells,pima,arizona, arizona usa,80
2080,,,, ,
2081,reserve,st john the baptist,louisiana, down the rabbit hole,62
2082,kosrae,federated states of micro,micronesia, united states,71
2083,stuart,martin,florida, miami florida,79
2084,new ulm,austin,texas, austin tx,90
2085,wells,delta,michigan, detroit michigan,81
2086,,,, ,
2087,sutter,sutter,california, southern california,89
2088,,,, ,
2089,new ulm,austin,texas, austin tx,90
2090,,,, ,
2091,west liberty,ohio,west virginia, ohio usa,78
2092,beverly hills,los angeles,california, beverly hills,93
2093,lorida,highlands,florida, florida islands,81
2094,,,, ,
2095,phoenix,jackson,oregon, phoenix - 85020,56
2096,pearland,brazoria,texas, pearland tx,75
2097,oldenburg,franklin,indiana, franklin in,100
2098,york,sumter,alabama, alabama,100
2099,dallas,dallas,texas, dallas tx,90
2100,sacramento,sacramento,california, sacramento,100
2101,shenandoah,page,iowa, beautiful shenandoah valley va,75
2102,springfield,greene,missouri, missouri,100
2103,pioche,lincoln,nevada, lincoln ne,100
2104,ward cove,ketchikan gateway,alaska, nc,67
2105,shawnee mission,johnson,kansas, shawnee mission east,81
2106,,,, ,
2107,west point,hancock,illinois, in hoc signo vinces,60
2108,dammeron valley,washington,utah, washington state outback,73
2109,cabool,texas,missouri, texas usa,80
2110,el paso,el paso,texas, texas,100
2111,,,, ,
2112,seneca castle,ontario,new york, barrie ontario ,75
2113,veneta,lane,oregon, central oregon coast,67
2114,,,, ,
2115,kosrae,federated states of micro,micronesia, united states,71
2116,,,, ,
2117,,,, ,
2118,prescott,walla walla,washington, prescott az,83
2119,,,, ,
2120,haworth,bergen,new jersey, north bergen nj,81
2121,ketchikan,ketchikan gateway,alaska, 662/901,13
2122,cabool,texas,missouri, texas usa,80
2123,crown point,lake,indiana, down in the plains,63
2124,,,, ,
2125,,,, ,
2126,vienna,johnson,illinois, illinois usa,82
2127,kosrae,federated states of micro,micronesia, united states,71
2128,fort bridger,uinta,wyoming, near the *ok=tx* border out in the wild wild west,58
2129,round top,greene,new york, proud to be on the left coast.,60
2130,tiline,livingston,kentucky, lexington kentucky ,85
2131,boston,erie,new york, boston ma and newport me,65
2132,kosrae,federated states of micro,micronesia, united states,71
2133,,,, ,
2134,stuart,martin,florida, florida,100
2135,wooldridge,cooper,missouri, worldwide,70
2136,mountain home afb,elmore,idaho, home of the brave,61
