SN,ID,NAME,FinalCounty,Location1,Location2,,,,,,
4761,4857682107, lamhbg611 , Wisconsin USA, Wisconsin, USA,,,,,,
4762,86726621, customjewel , NY, NY,,,,,,,
4763,980611, Karoli , West Coast, West Coast,,,,,,,
4764,287488533, cdrkerchner , Pennsylvania, Pennsylvania,,,,,,,
4765,737294036, Zwoodbutcher , Border/Language/Culture, Border/Language/Culture,,,,,,,
4766,534946471, awildrose60 , Jacksonville Florida, Jacksonville Florida,,,,,,,
4767,39854945, magdalaynad , Waco TX, Waco, TX,,,,,,
4768,33536609, rjustice21 , Pennsylvania, Pennsylvania,,,,,,,
4769,1066869734, foxfoxtruth , Florida, Florida,,,,,,,
4770,3129053406, royalistajoe , Pasay City Philippines, Pasay City, Philippines,,,,,,
4771,579130509, hankrearden77 , New York USA, New York, USA,,,,,,
4772,226675993, TalkSouthRadio , Atlanta GA, Atlanta, GA,,,,,,
4773,7.00418E+17, Shoshanah198 , , ,,,,,,,
4774,3122950843, Shiningcityonhi , Midwest , Midwest ,,,,,,,
4775,2318640120, PrayApp , , ,,,,,,,
4776,3752174177, penadaniel87 , , ,,,,,,,
4777,28022326, Tham22 , NEPA, NEPA,,,,,,,
4778,345486161, Billfishead , Eastern Shore, Eastern Shore,,,,,,,
4779,42294113, EChoq , TEXAS, TEXAS,,,,,,,
4780,2649411710, 1776_Liberty_ , Monroe NC, Monroe, NC,,,,,,
4781,7.13781E+17, SonicDeanBoom , Earth, Earth,,,,,,,
4782,860831868, saints_53 , TEXAS, TEXAS,,,,,,,
4783,44832407, John_Scotus , , ,,,,,,,
4784,17600254, JamesSemaj1220 , NE GA , NE GA ,,,,,,,
4785,4446067695, trumpemall , , ,,,,,,,
4786,932662676, LUVofCountry , Florida's Tranquil West Coast, Florida's Tranquil West Coast,,,,,,,
4787,481458568, BethReynoldsGSD , Colorado , Colorado ,,,,,,,
4788,200005497, C4D4M5 , Chicago IL USA, Chicago, IL USA,,,,,,
4789,3232772442, Republican4Cruz , United States, United States,,,,,,,
4790,796192536, Insurexprt , Gurnee IL, Gurnee, IL,,,,,,
4791,1657924784, cindyboyenga , @Women4Trump, @Women4Trump,,,,,,,
4792,931114148, CnsrvatvTonyUSA , , ,,,,,,,
4793,4214995979, purplemeatballs , St Petersburg FL, St Petersburg, FL,,,,,,
4794,3308822353, lisafedup , , ,,,,,,,
4795,44832407, John_Scotus , , ,,,,,,,
4796,582867210, Abcstofree , Louisiana, Louisiana,,,,,,,
4797,2775492818, AgoristArtist , Nimble Navigator, Nimble Navigator,,,,,,,
4798,389188265, tunarose2 , , ,,,,,,,
4799,3430464335, NHNewsAgency , New Hampshire USA, New Hampshire, USA,,,,,,
4800,3433590633, daveandlouanns , New Hampshire USA, New Hampshire, USA,,,,,,
4801,24309304, AquinasJohnPaul , , ,,,,,,,
4802,3419026493, susana_holzer , Queens NY, Queens, NY,,,,,,
4803,7.05506E+17, StandUpAnne , Heaven bound just passin thru, Heaven bound, just passin thru,,,,,,
4804,483272505, ammboston , Boston MA and Newport ME, Boston MA and Newport ME,,,,,,,
4805,516583796, aasippe , isthanbul, isthanbul,,,,,,,
4806,2378705682, TWMedia44 , Buffalo, Buffalo,,,,,,,
4807,4031369063, lessguns , Greater Philadelphia Area PA, Greater Philadelphia Area, PA,,,,,,
4808,389188265, tunarose2 , , ,,,,,,,
4809,110525152, ayeshaijazkhan , London UK, London, UK,,,,,,
4810,36030711, Trump_Force , California USA, California, USA,,,,,,
4811,1032818844, tonpoo5219 , New York, New York,,,,,,,
4812,7.02855E+17, muju_da_beast94 , Grand Prairie TX, Grand Prairie, TX,,,,,,
4813,374651755, Cam_Muzic , Houston TX, Houston, TX,,,,,,
4814,278163796, txblondegrad ,32.786456-96.97525,32.786456,-96.97525,,,,,,
4815,493185954, woodseysmith , Syracuse NY  GO CUZE, Syracuse, NY  GO CUZE,,,,,,
4816,582352257, Ellie_Urban , , ,,,,,,,
4817,19273004, Viletas2cozy , Peoria IL home of the mob, Peoria IL home of the mob,,,,,,,
4818,30015904, AsViewedBy , London/Manchester, London/Manchester,,,,,,,
4819,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4820,1865074616, elicurtis13 , Houston, Houston,,,,,,,
4821,86644028, lawrenceangbk , Best Place on Planet Earth, Best Place on Planet Earth,,,,,,,
4822,390347069, surlyrevenant , Texas, Texas,,,,,,,
4823,4049811659, EclecticMommaZ , , ,,,,,,,
4824,189224604, scepticAli , on the left side of the pond., on the left side of the pond.,,,,,,,
4825,2352603978, aduanebrown , New Jersey USA, New Jersey, USA,,,,,,
4826,3427140831, TuxiTix2 , SE PA USA Cat Loving House, SE PA, USA Cat Loving House,,,,,,
4827,3253946096, FranCifelli , Henderson NV, Henderson, NV,,,,,,
4828,4870992551, Murlgirl1 , , ,,,,,,,
4829,170710076, pinkcellz , , ,,,,,,,
4830,746131628, DNTE_GG ,609,609,,,,,,,
4831,49072873, wickwife , , ,,,,,,,
4832,531932499, OrigIntent , Texas... Where Else?, Texas... Where Else?,,,,,,,
4833,394056446, HagarAssi , , ,,,,,,,
4834,108265269, ArtySkox , Chicago Burbs IL, Chicago Burbs, IL,,,,,,
4835,2183323214, moreland_bonnie , INDIANA 4 TRUMP...!!!, INDIANA 4 TRUMP...!!!,,,,,,,
4836,3417930154, SueHarmon10 , NC, NC,,,,,,,
4837,1012329853, blaha_b , Buffalo Valley  Tennessee, Buffalo Valley,  Tennessee,,,,,,
4838,442895257, rtpburns , Texas USA, Texas, USA,,,,,,
4839,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4840,38273350, JimAustin45 , , ,,,,,,,
4841,1032880944, usim7631 , ??, ??,,,,,,,
4842,2157054487, frydguy , Land of Aaaz, Land of Aaaz,,,,,,,
4843,2416063860, Stevenj33706517 , america, america,,,,,,,
4844,69519762, braintwat , Revolutionary Road USA, Revolutionary Road, USA,,,,,,
4845,2279689231, PoliticalTropes , Connecticut USA, Connecticut USA,,,,,,,
4846,4250285182, SherredEllen , Santa Rosa Beach FL, Santa Rosa Beach, FL,,,,,,
4847,1253289434, bakabev , , ,,,,,,,
4848,337856162, JamesCrane1995 , Baytown TX, Baytown, TX,,,,,,
4849,3719791095, polyannanot , Texas USA, Texas, USA,,,,,,
4850,517164012, Encino_Mann , Where logic dictates I must be, Where logic dictates I must be,,,,,,,
4851,246590464, jpwilloughby , A bunker in middle America, A bunker in middle America,,,,,,,
4852,3234781559, scout1881 , New Jersey USA, New Jersey, USA,,,,,,
4853,3376569867, LaneSadalup , Beautiful Shenandoah Valley VA, Beautiful Shenandoah Valley VA,,,,,,,
4854,187182222, nitrousnurse , Grand Island New York, Grand Island, New York,,,,,,
4855,937475790, HubbsJim , , ,,,,,,,
4856,762672031, livroth_livers , in the (71)6, in the (71)6,,,,,,,
4857,4859475975, crazytimes73 , , ,,,,,,,
4858,7.12011E+17, RUFfnKiddingMe , Washington DC, Washington, DC,,,,,,
4859,1141336530, RobertA87413263 , Merced CA, Merced, CA,,,,,,
4860,573146329, lovestrucklover , on a beach or in the mountains, on a beach or in the mountains,,,,,,,
4861,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4862,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4863,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4864,4180736069, ofpeopl , Virginia, Virginia,,,,,,,
4865,2937906232, EgoAltered02 , , ,,,,,,,
4866,1859409636, Ruthperricone , , ,,,,,,,
4867,1020922046, staceewell , , ,,,,,,,
4868,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4869,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4870,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4871,1640975034, carolfhandy , North Carolina, North Carolina,,,,,,,
4872,600614936, DJTWMAR , , ,,,,,,,
4873,2582736318, Tamaralynn212 , Illinois For Trump! 2016, Illinois For Trump! 2016,,,,,,,
4874,2784100399, LMM1952 , Ft. Myers area, Ft. Myers area,,,,,,,
4875,4865796322, Richard01702798 , Indiana/Virginia, Indiana/Virginia,,,,,,,
4876,34822892, Skyduck64 , Seattle/LA, Seattle/LA,,,,,,,
4877,7.13238E+17, realtacoking25 , America, America,,,,,,,
4878,107472200, MakizNasirahmad , Boston , Boston ,,,,,,,
4879,34701889, MaxCUA , washington dc, washington, dc,,,,,,
4880,98737961, mrrwraoh , Always moving, Always moving,,,,,,,
4881,4676901404, gloriadeanda62 , , ,,,,,,,
4882,4874675475, Pennypinchingma , , ,,,,,,,
4883,2452053890, Jelwvu , , ,,,,,,,
4884,29237169, mdmv , San Francisco, San Francisco,,,,,,,
4885,45547018, BLWray , Perryton Texas, Perryton, Texas,,,,,,
4886,2485845780, ljok1999 , , ,,,,,,,
4887,3439061, MattMinerXVX , Rock Rock Rockaway Beach, Rock Rock Rockaway Beach,,,,,,,
4888,315994858, ChrisKyle02 , United States, United States,,,,,,,
4889,475409039, Mary_Yoder_Cruz , New Mexico USA, New Mexico, USA,,,,,,
4890,231612276, OldElmTree , We are everywhere!, We are everywhere!,,,,,,,
4891,36844434, TheRealTD1 , Ohio, Ohio,,,,,,,
4892,2837527839, SicTransit34 , , ,,,,,,,
4893,10825502, mdesjardins , Portland Maine USA, Portland, Maine USA,,,,,,
4894,220417081, gary_lankford , Hillcountry Republic of Texas, Hillcountry, Republic of Texas,,,,,,
4895,496236228, garrett_vols ,865,865,,,,,,,
4896,613975936, H3LLDATA , , ,,,,,,,
4897,781306064, FMLribbit , Ministry of feelz, Ministry of feelz,,,,,,,
4898,3950708835, HollyW81333596 , Florida USA, Florida, USA,,,,,,
4899,180542862, SaveAslave , USA, USA,,,,,,,
4900,374826129, TheDilge , , ,,,,,,,
4901,7.06149E+17, ralphshields313 , Las Vegas NV, Las Vegas, NV,,,,,,
4902,979035560, Joe_Bridgman , The Great Pacific Northwest, The Great Pacific Northwest,,,,,,,
4903,479862285, RednaxalA , Mountain West, Mountain West,,,,,,,
4904,846840079, interception225 , Louisiana USA, Louisiana, USA,,,,,,
4905,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4906,2288462990, Ricky_Vaughn99 , , ,,,,,,,
4908,23309645, Linbi , , ,,,,,,,
4909,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4910,7.08751E+17, BeccaLaLou , , ,,,,,,,
4911,582927693, WDTnow , Idaho, Idaho,,,,,,,
4912,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4913,2927776806, WendyRedFox , Northern California, Northern California,,,,,,,
4914,858330289, ErinRehman , , ,,,,,,,
4915,1355221626, __SunChild_ , , ,,,,,,,
4916,3385408715, joejaegerguitar , Illinois USA, Illinois, USA,,,,,,
4917,4020544425, BonnieBlue1861 , , ,,,,,,,
4918,892111028, cubfanbeerguy , , ,,,,,,,
4919,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4920,328336153, lconaway53 , , ,,,,,,,
4921,4430503527, MirageRanch , , ,,,,,,,
4922,7.09389E+17, trumpaboard , , ,,,,,,,
4923,2968463776, VivianJo1 , SC, SC,,,,,,,
4924,3284974008, angloshok , Michigan USA, Michigan, USA,,,,,,
4925,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4926,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4927,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4928,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4929,4111211116, Lose_With_Cruz , Watertown NY, Watertown, NY,,,,,,
4930,190878483, Chris11962 , NYC, NYC,,,,,,,
4931,399791521, djhoover1013 , Views Are Mine Not My Works , Views Are Mine, Not My Works ,,,,,,
4932,723041576, JohnLibertyUSA , California, California,,,,,,,
4933,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4934,889453944, frankieBll , , ,,,,,,,
4935,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4936,1672204206, chinnywaslikee , Thotlanta , Thotlanta ,,,,,,,
4937,419727931, Kit_M_White , Newark DE, Newark, DE,,,,,,
4938,116586291, meezyreezyy , , ,,,,,,,
4939,4722987020, RichAdams49 , , ,,,,,,,
4940,1025314465, sf49erbob , USA, USA,,,,,,,
4941,51622866, jtais , Naples FL, Naples, FL,,,,,,
4942,2738141926, freeboy1776 , «MOLON LABE», «MOLON LABE»,,,,,,,
4943,279358548, keriRN , Washington state, Washington state,,,,,,,
4944,615455383, AdleeDeadly , , ,,,,,,,
4945,236928181, RhondaBarket , , ,,,,,,,
4946,7.04288E+17, PotluckPolitico , ATL, ATL,,,,,,,
4947,399037297, mrksk29 , USA, USA,,,,,,,
4948,315994858, ChrisKyle02 , United States, United States,,,,,,,
4949,2357842415, littlehooch94 , Hogwarts?, Hogwarts?,,,,,,,
4950,1267395170, CaptbeauX , Phoenix AZ, Phoenix, AZ,,,,,,
4951,1132846316, BowIOfGames , , ,,,,,,,
4952,4378071556, BeanSeller4D , Ohio USA, Ohio, USA,,,,,,
4953,3233220578, Patriots4Cruz , United States, United States,,,,,,,
4954,432869200, RobsRecStudio , California U.S.A., California U.S.A.,,,,,,,
4955,35216399, Patriotic_Me , Marina del Rey CA, Marina del Rey, CA,,,,,,
4956,7.06963E+17, ConnieRadomski , Florida USA, Florida, USA,,,,,,
4957,849942128, johnyc46 , Staten Island NY, Staten Island, NY,,,,,,
4958,3752174177, penadaniel87 , , ,,,,,,,
4959,348213054, windycityraider , Illinois USA, Illinois, USA,,,,,,
4960,51980344, wroughtirony , Tokyo-to Japan, Tokyo-to, Japan,,,,,,
4961,33558181, Dijo49 , , ,,,,,,,
4962,26161528, need2knowu , ÜT: 30.264472-81.727871, ÜT: 30.264472,-81.727871,,,,,,
4963,7.06963E+17, ConnieRadomski , Florida USA, Florida, USA,,,,,,
4964,37549249, sascat , , ,,,,,,,
4965,233761705, THEJacobBowen , North Carolina, North Carolina,,,,,,,
4967,366717113, GingerMarple , USA, USA,,,,,,,
4968,1270126526, PennsCurse , Florida, Florida,,,,,,,
4969,137468455, luminark , Arkansas USA, Arkansas, USA,,,,,,
4970,4700397912, tomack24 , , ,,,,,,,
4971,946406934, alenesopinions , Paris TN/Philadelphia PA, Paris, TN/Philadelphia, PA,,,,,
4972,394794452, MoniqueMellon , , ,,,,,,,
4973,78725424, healthk10 , From Kuwait with LoVe, From Kuwait with LoVe,,,,,,,
4974,113243806, mms5048 , NC, NC,,,,,,,
4975,328572979, ChapmanNancy , America the Beautiful, America the Beautiful,,,,,,,
4976,2590629196, RodneyUdell , , ,,,,,,,
4977,7.19268E+17, NoTrumpEver , USA, USA,,,,,,,
4978,2331044448, McElroyMarra , , ,,,,,,,
4979,1426710036, EversFam , United States, United States,,,,,,,
4980,28608767, dd9000 , USA, USA,,,,,,,
4981,4856996010, sheipet912 , Midwest, Midwest,,,,,,,
4982,1133126635, Mia_2u , , ,,,,,,,
4983,7.06186E+17, jkc_jaycee , , ,,,,,,,
4984,18656865, brooklynkid1951 , Windsor Terrace Brooklyn NY, Windsor Terrace, Brooklyn, NY,,,,,
4985,1466331625, grace__huebner , , ,,,,,,,
4986,585264569, starrtraveler29 , Montana, Montana,,,,,,,
4987,946406934, alenesopinions , Paris TN/Philadelphia PA, Paris, TN/Philadelphia, PA,,,,,
4988,6.998E+17, Cynthia72165171 , , ,,,,,,,
4989,23309645, Linbi , , ,,,,,,,
4990,7.05608E+17, JudithVGodwin1 , Georgia USA, Georgia, USA,,,,,,
4991,234181144, marinobuzz13 , Jacksonville FL, Jacksonville, FL,,,,,,
4992,1643303508, CelebrateTheWin , , ,,,,,,,
4993,134226845, HasanAli1984 , Los Angeles, Los Angeles,,,,,,,
4994,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
4995,13352392, lauriedtmann , Pittsburgh PA, Pittsburgh, PA,,,,,,
4996,2216532829, Notnow71 , Key Biscayne FL, Key Biscayne, FL,,,,,,
4997,4548607881, BlessOurLand44 , USA, USA,,,,,,,
4998,3698614820, BBQ_W_Football , Trump Country, Trump Country,,,,,,,
4999,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5000,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5001,139728950, mayosdream , Cumby TX, Cumby, TX,,,,,,
5002,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5003,517509150, elflein1 , Dry CA thnx to Moonbeam, Dry CA thnx to Moonbeam,,,,,,,
5004,2453683651, GinoTheBeagle , America..USA, America..USA,,,,,,,
5005,394477515, jskrepak , NW Iowa, NW Iowa,,,,,,,
5006,310643025, johnmknox , The Shire of York, The Shire of York,,,,,,,
5007,4800678578, TrumpIsObama , #ChickenTrump , #ChickenTrump ,,,,,,,
5008,2584501496, hollyammon , , ,,,,,,,
5009,2387746658, NancyLRogers1 , Pennsylvania USA, Pennsylvania, USA,,,,,,
5010,1499413717, LJR1106 , United States, United States,,,,,,,
5011,15110000, Standup_Lawyer , San Diego CA, San Diego, CA,,,,,,
5012,71545482, masspolitica , Boston, Boston,,,,,,,
5013,1412222533, rchandler312 , , ,,,,,,,
5014,1679970553, JoLissa13 , Fly Over States , Fly Over States ,,,,,,,
5015,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5016,596011347, sbreynolds314 , , ,,,,,,,
5017,2329373178, SeanGrenier , , ,,,,,,,
5018,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5019,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5020,3301865714, kooldjrian2 , Texas Karachi USA , Texas Karachi USA ,,,,,,,
5021,84958161, epauepedra , New York USA, New York, USA,,,,,,
5022,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5023,19266087, ToriDukes , Spain, Spain,,,,,,,
5024,1599250952, SarwarHashmi2 , , ,,,,,,,
5025,4900297912, SwampFoxPatriot , , ,,,,,,,
5026,4833922371, RealPoliticFact , Free Agent, Free Agent,,,,,,,
5027,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5028,2396615286, OnlyTruthReign , Earth , Earth ,,,,,,,
5029,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5030,310643025, johnmknox , The Shire of York, The Shire of York,,,,,,,
5031,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5032,112287707, rockrexx , East coast, East coast,,,,,,,
5033,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5034,349890109, Call_Me_Mom , Somewhere in Wisconsin, Somewhere in Wisconsin,,,,,,,
5035,463577491, FreedomFrayed , USA, USA,,,,,,,
5036,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5037,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5039,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5040,4700681542, kjewellcook , Culleoka TN, Culleoka, TN,,,,,,
5041,2801205500, soniahoward50 , United States, United States,,,,,,,
5042,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5043,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5044,7.06206E+17, salvarsor , Milano Lombardia, Milano, Lombardia,,,,,,
5045,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5046,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5047,3058539006, karenan29064381 , Texas USA, Texas USA,,,,,,,
5048,110191821, corkycrusader , , ,,,,,,,
5049,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5050,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5051,3575972834, PieForThree , United States, United States,,,,,,,
5052,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5053,374058963, KevinNLaura2010 , , ,,,,,,,
5054,884311340, bfrasier1951 , , ,,,,,,,
5055,1925924688, JayTay36 , TRUMP 2016 Supporter , TRUMP 2016 Supporter ,,,,,,,
5056,181682845, IAMPootie206 , The Moon, The Moon,,,,,,,
5057,512718252, Jgents85 , Rhode Island USA, Rhode Island, USA,,,,,,
5058,2566688382, matt768 , , ,,,,,,,
5059,4925159489, tinagegis , Western North Carolina, Western North Carolina,,,,,,,
5060,390669478, Surfpicks , Localist, Localist,,,,,,,
5061,2400511674, OlgaOlgamsmith , Texas USA, Texas, USA,,,,,,
5062,82494123, cliftonchavis , , ,,,,,,,
5063,7.07374E+17, DerekHannity , , ,,,,,,,
5064,32475937, vquagliana , Tampa FL/Newark NJ, Tampa, FL/Newark, NJ,,,,,
5065,51839302, JoyfulBluebird , Pennsylvania USA, Pennsylvania, USA,,,,,,
5066,26887881, greychampion , Russian River Appellation, Russian River Appellation,,,,,,,
5067,7.05425E+17, dalesview , , ,,,,,,,
5068,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5069,318736018, kineticamerica , , ,,,,,,,
5070,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5071,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5072,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5073,267443407, BarryNMooch , Middle of America, Middle of America,,,,,,,
5074,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5075,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5076,3408232162, JosieNano , United States, United States,,,,,,,
5077,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5078,590173575, fpatterson1050 , Heart of the Heartland , Heart of the Heartland ,,,,,,,
5079,4875896757, WinnaWinna2016 , , ,,,,,,,
5080,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5081,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5082,4064331736, JackieMcReath1 , Birmingham AL, Birmingham AL,,,,,,,
5083,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5084,3065872938, cindiperez48 , Dallas Texas, Dallas, Texas,,,,,,
5085,2966848055, jellen805 , Main St SW via 5th Ave , Main St SW via 5th Ave ,,,,,,,
5087,4875896757, WinnaWinna2016 , , ,,,,,,,
5088,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5089,1560856285, Trial_Watcher1 , , ,,,,,,,
5090,3236373114, CruzMslCrisis , , ,,,,,,,
5091,2431107457, LiveNewsyTweets , , ,,,,,,,
5092,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
5093,3302619474, tstewart50 , Ohio USA, Ohio, USA,,,,,,
5094,72424931, weswieann , , ,,,,,,,
5095,2712850585, AngelicMark , San Diego CA, San Diego, CA,,,,,,
